"name";"align";"tag";"width";"bgcolor";imageopacity;"imagerepeat";"imagesize";"imagefixed";"imageposition";"breadcrumbs";"breadcrumbsseparator"
"Título principal";"left";"h1";"container";"#376FB7";0.1;"repeat";"cover";"fixed";"center center";"true";">"
